"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar.M_ky_polar","0","144","37","4","68.304955","0","584"
"/Game/FXVarietyPack/Materials/M_ky_aura9.M_ky_aura9","0","80","8","2","40.144390","0","633"
"/Game/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","64","18","2","36.040947","0","251"
"/Game/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","90","20","2","46.674355","0","388"
"/Game/FXVarietyPack/Materials/M_ky_base.M_ky_base","0","64","9","2","34.118500","0","234"
"/Game/FXVarietyPack/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","72","11","2","36.624989","0","260"
"/Game/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","0","180","37","4","93.417831","0","819"
"/Game/FXVarietyPack/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","120","15","3","40.643341","0","562"
"/Game/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","48","11","2","30.679771","0","162"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","46","10","1","58.506607","21","246"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","63","26","3","84.748146","0","186"
"/Game/FXVarietyPack/EpicContent/Materials/M_Glass.M_Glass","0","80","10","2","32.503540","0","320"
"/Game/FXVarietyPack/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","80","20","2","39.856750","0","334"
"/Game/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","180","30","3","88.454994","0","978"
"/Game/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","64","16","2","34.591751","0","245"
"/Game/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","0","72","20","2","45.665367","0","292"
"/Game/AdvancedVillagePack/Materials/M_Landscape.M_Landscape","0","159","34","4","103.791222","0","596"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/TopDownBP/Blueprints/M_Cursor_Decal.M_Cursor_Decal","0","0","31","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","0","24","2","1","13.272680","0","82"
"/Game/FXVarietyPack/Materials/M_ky_empty.M_ky_empty","0","32","4","1","15.697899","0","102"
"/Game/FXVarietyPack/Materials/M_ky_flareVert.M_ky_flareVert","0","24","4","1","13.703503","0","62"
"/Game/FXVarietyPack/Materials/M_ky_flarePillar.M_ky_flarePillar","0","40","10","1","20.604864","0","152"
"/Game/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","40","8","1","41.280128","0","195"
"/Game/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","75","11","1","85.783722","0","444"
"/Game/FXVarietyPack/Materials/M_ky_stone02.M_ky_stone02","0","66","10","1","29.740829","0","415"
"/Game/FXVarietyPack/Materials/M_ky_stormDeco01.M_ky_stormDeco01","0","50","10","1","24.210339","0","231"
"/Game/FXVarietyPack/Materials/M_ky_magicCircle020.M_ky_magicCircle020","0","24","1","1","14.021083","0","89"
"/Game/FXVarietyPack/Materials/M_ky_Fresnel.M_ky_Fresnel","0","40","10","1","20.345379","0","143"
"/Game/FXVarietyPack/Materials/M_ky_circle01_4x4G_nonD.M_ky_circle01_4x4G_nonD","0","32","3","1","17.511900","0","100"
"/Game/FXVarietyPack/Materials/M_ky_chantDecoA.M_ky_chantDecoA","0","40","7","1","47.807217","0","199"
"/Game/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","0","32","7","1","17.074852","0","108"
"/Game/BattleWizardPolyart/Materials/StandardPolyartMat.StandardPolyartMat","0","24","1","1","14.781479","0","66"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/AdvancedVillagePack/Materials/M_Uber_Cutout.M_Uber_Cutout","0","94","10","1","51.194069","0","618"
"/Game/AdvancedVillagePack/Materials/M_Uber.M_Uber","0","21","6","1","16.187935","0","58"
"/Game/BattleWizardPolyart/Materials/MaskTintPolyartMat.MaskTintPolyartMat","0","24","10","1","15.643345","0","68"
"/Game/WaterMaterials/Materials/M_Water_Clean_Cheaper.M_Water_Clean_Cheaper","0","55","2","1","60.611935","0","262"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Plants.Plants","0","0","98","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Crystals.Crystals","0","0","21","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Lampposts.Lampposts","0","21","7","1","15.999625","0","59"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Tree_1_2.Tree_1_2","0","0","98","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Tree_2_2.Tree_2_2","0","0","98","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Tree_2_1.Tree_2_1","0","0","98","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Tree_1_1.Tree_1_1","0","0","98","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Ruined_tower.Ruined_tower","0","0","21","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Plant.Plant","0","0","42","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Pine_tree_2.Pine_tree_2","0","0","98","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Pine_tree.Pine_tree","0","0","98","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Pillars_arch.Pillars_arch","0","0","21","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Log_stump_mushrooms.Log_stump_mushrooms","0","21","8","1","15.641837","0","60"
"/Game/HandPaintedEnvironment/Assets/Landscape/Foliage/Grass_3_mat.Grass_3_mat","0","94","3","1","49.270538","0","687"
"/Game/HandPaintedEnvironment/Assets/Landscape/Foliage/Grass_2_mat.Grass_2_mat","0","94","10","1","48.884377","0","634"
"/Game/HandPaintedEnvironment/Assets/Landscape/Foliage/Grass_1_mat.Grass_1_mat","0","94","12","1","48.338730","0","604"
"/Game/Fantastic_Village_Pack/materials/master_materials/M_Master_opaque.M_Master_opaque","0","0","54","1","0.000000","0","0"
"/Game/Fantastic_Village_Pack/materials/master_materials/M_Master_opaque_normal.M_Master_opaque_normal","0","52","10","1","33.842083","0","252"
"/Game/Fantastic_Village_Pack/materials/master_materials/M_Master_opaque_emissive.M_Master_opaque_emissive","0","21","3","1","15.646029","0","55"
"/Game/Fantastic_Village_Pack/materials/master_materials/M_Master_fire_smoke.M_Master_fire_smoke","0","30","3","1","14.714232","0","96"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","26","7","1","18.353809","0","71"
"/Game/FXVarietyPack/EpicContent/Materials/M_LightTube.M_LightTube","0","2","2","1","1.140653","0","3"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoWall.M_DemoWall","0","94","10","1","63.979420","0","704"
"/Game/FXVarietyPack/EpicContent/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","0","150","2","1","102.664429","0","1519"
"/Game/FXVarietyPack/Materials/M_ky_subUV01.M_ky_subUV01","0","40","15","1","19.775875","0","196"
"/Game/FXVarietyPack/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","0","32","10","1","17.872578","0","130"
"/Game/FXVarietyPack/Materials/M_ky_trail_primitive.M_ky_trail_primitive","0","40","8","1","21.194946","0","164"
"/Game/FXVarietyPack/Materials/M_ky_polar_primitive.M_ky_polar_primitive","0","32","10","1","17.915396","0","143"
"/Game/FXVarietyPack/Materials/M_ky_subUV03.M_ky_subUV03","0","32","10","1","17.315390","0","127"
"/Game/FXVarietyPack/Materials/M_ky_dynDust.M_ky_dynDust","0","40","10","1","22.064367","0","146"
"/Game/FXVarietyPack/Materials/M_ky_laser01.M_ky_laser01","0","40","10","1","20.682476","0","146"
"/Game/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","0","24","6","1","13.634591","0","64"
"/Game/BattleWizardPolyart/Materials/StageMat.StageMat","0","21","1","1","14.526605","0","53"
"/Game/AdvancedVillagePack/Materials/M_Pfx_Diffuse_TwoSidedFoliage.M_Pfx_Diffuse_TwoSidedFoliage","0","98","11","1","52.168076","0","670"
"/Game/AdvancedVillagePack/Materials/M_Pfx_TranslucentLit.M_Pfx_TranslucentLit","0","84","2","1","102.239189","0","561"
"/Game/AdvancedVillagePack/Materials/M_Simple_Cutout_Wind.M_Simple_Cutout_Wind","0","94","10","1","58.110298","0","634"
"/Game/AdvancedVillagePack/Materials/M_Uber_Cutout_Wind.M_Uber_Cutout_Wind","0","94","1","1","61.375351","0","677"
"/Game/AdvancedVillagePack/Materials/M_Pfx_Additive.M_Pfx_Additive","0","24","5","1","12.775247","0","63"
"/Game/AdvancedVillagePack/Materials/M_Simple_Cutout.M_Simple_Cutout","0","68","5","1","35.029240","0","379"
"/Game/AdvancedVillagePack/Materials/M_Water.M_Water","0","30","7","1","169.269012","0","108"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","33","1","0.000000","0","0"
"/Game/WaterMaterials/Materials/M_WaterSplash.M_WaterSplash","0","90","5","1","75.081200","0","580"
"/Game/WaterMaterials/Materials/M_Waterfall_Foam.M_Waterfall_Foam","0","24","10","1","33.242508","0","66"
"/Game/WaterMaterials/Materials/M_Ocean.M_Ocean","0","55","4","1","72.242508","0","431"
"/Game/WaterMaterials/Materials/M_Waterfall.M_Waterfall","0","53","3","1","144.408905","0","399"
"/Game/WaterMaterials/Materials/M_Sand.M_Sand","0","21","7","1","17.164099","0","59"
"/Game/WaterMaterials/Materials/M_River_Rock.M_River_Rock","0","21","8","1","15.803162","0","60"
"/Game/WaterMaterials/Materials/M_Riverbank.M_Riverbank","0","21","9","1","16.534969","0","61"
"/Game/WaterMaterials/Materials/M_RapidsBank.M_RapidsBank","0","21","10","1","16.111683","0","62"
"/Game/WaterMaterials/Materials/M_Rapids.M_Rapids","0","53","4","1","142.464417","0","391"
"/Game/WaterMaterials/Materials/M_Water_Pixelated.M_Water_Pixelated","0","2","2","1","1.300100","0","2"
"/Game/WaterMaterials/Materials/M_Water_Opaque.M_Water_Opaque","0","43","10","1","27.128527","0","176"
"/Game/WaterMaterials/Materials/M_Water_Clean.M_Water_Clean","0","55","4","1","135.583328","0","354"
"/Game/WaterMaterials/Materials/M_Waterfall_Cheaper.M_Waterfall_Cheaper","0","53","6","1","49.883999","0","258"
"/Game/WaterMaterials/Materials/M_River_Cheaper.M_River_Cheaper","0","53","6","1","52.364449","0","274"
"/Game/WaterMaterials/Materials/M_River.M_River","0","55","5","1","159.082977","0","495"
"/Game/WaterMaterials/Materials/M_Rapids_Cheaper.M_Rapids_Cheaper","0","53","7","1","48.166840","0","250"
"/Game/WaterMaterials/Materials/M_PondScum_Cheaper.M_PondScum_Cheaper","0","40","9","1","45.465366","0","223"
"/Game/WaterMaterials/Materials/M_PondScum.M_PondScum","0","40","3","1","143.359055","0","277"
"/Game/WaterMaterials/Materials/M_Ocean_Radial_Cheaper.M_Ocean_Radial_Cheaper","0","53","6","1","57.553032","0","343"
"/Game/WaterMaterials/Materials/M_Ocean_Radial.M_Ocean_Radial","0","55","3","1","76.447601","0","350"
"/Game/WaterMaterials/Materials/M_Ocean_Distance.M_Ocean_Distance","0","53","7","1","62.781719","0","341"
"/Game/WaterMaterials/Materials/M_Ocean_Cheaper.M_Ocean_Cheaper","0","53","2","1","66.129974","0","336"
"/Game/WaterMaterials/Materials/M_Lake_Cheaper.M_Lake_Cheaper","0","53","7","1","59.761028","0","273"
"/Game/WaterMaterials/Materials/M_Lake.M_Lake","0","55","6","1","179.877029","0","460"
"/Game/WaterMaterials/Materials/M_Caustics.M_Caustics","0","21","10","1","17.297165","0","62"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","49","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Woodmill.Woodmill","0","21","1","1","16.396015","0","53"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Witch_house.Witch_house","0","21","2","1","16.809483","0","54"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Well.Well","0","21","10","1","16.059479","0","60"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Ruined_walls.Ruined_walls","0","21","10","1","16.614550","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Trolley.Trolley","0","21","5","1","16.444433","0","53"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Tree_1_2_snowy.Tree_1_2_snowy","0","94","6","1","61.970554","0","672"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Tree_2_1_snowy.Tree_2_1_snowy","0","94","10","1","59.110722","0","804"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Tree_2_2_snowy.Tree_2_2_snowy","0","94","8","1","65.783272","0","753"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Tree_1_1_snowy.Tree_1_1_snowy","0","94","6","1","64.178902","0","756"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/TownHall.TownHall","0","21","5","1","26.470690","0","57"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Tiles.Tiles","0","21","7","1","24.334970","0","59"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Tavern.Tavern","0","21","8","1","28.054171","0","53"
"/Game/Fantastic_Village_Pack/materials/master_materials/M_Master_CLR.M_Master_CLR","0","122","17","2","129.076233","0","803"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Streetlight.Streetlight","0","21","10","1","26.982290","0","62"
"/Game/Fantastic_Village_Pack/materials/master_materials/M_Master_transparent.M_Master_transparent","0","47","12","1","36.752949","0","280"
"/Game/Fantastic_Village_Pack/materials/master_materials/M_Master_flags_wind.M_Master_flags_wind","0","47","3","1","39.235355","0","210"
"/Game/Fantastic_Village_Pack/materials/master_materials/M_Master_transparent_plants_wind.M_Master_transparent_plants_wind","0","94","10","1","96.297340","0","632"
"/Game/Fantastic_Village_Pack/materials/master_materials/M_Master_transparent_grass_wind.M_Master_transparent_grass_wind","0","94","10","1","81.961754","0","654"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Forge_snowy.Forge_snowy","0","12","12","1","10.645058","0","14"
